CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Credit_Limit,Total_Trans_Amt,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
815315058,Attrited Customer,48,F,4,High School,Married,$40K - $60K,Blue,43,1438.3,2520,0.452,0
751607058,Existing Customer,45,M,2,Doctorate,Married,$120K +,Blue,38,1686,4413,0.75,0
827123883,Existing Customer,53,M,4,High School,Single,$60K - $80K,Blue,49,3858,4472,0.614,0
711473058,Existing Customer,44,M,4,Graduate,Divorced,$60K - $80K,Blue,32,11651,3870,0.561,0.117
715197633,Existing Customer,43,M,3,Uneducated,Unknown,$40K - $60K,Blue,38,9449,4658,0.722,0.203
713512308,Attrited Customer,50,F,0,Graduate,Single,Less than $40K,Blue,41,3423,2229,0.406,0
709581483,Attrited Customer,40,F,4,Doctorate,Married,Less than $40K,Blue,21,2984,2373,0.359,0.843
711201108,Attrited Customer,37,F,3,High School,Single,Less than $40K,Blue,29,1653,2284,0.296,0
708784083,Existing Customer,47,F,3,Uneducated,Single,Less than $40K,Blue,36,2723,4307,0.844,0.583
712838358,Existing Customer,40,F,4,Uneducated,Married,Less than $40K,Blue,31,1438.3,4702,0.714,0
714887808,Attrited Customer,43,F,1,Uneducated,Single,Less than $40K,Blue,36,1818,2279,0.724,0
716581983,Existing Customer,56,F,0,College,Married,$40K - $60K,Blue,36,4384,4792,0.75,0.212
716930133,Existing Customer,43,F,3,High School,Unknown,Less than $40K,Blue,36,1824,4594,0.654,0
808981608,Existing Customer,50,F,2,Uneducated,Married,Less than $40K,Blue,45,5452,4220,0.737,0.099
811942983,Existing Customer,55,M,2,High School,Married,$120K +,Blue,50,17627,4836,0.721,0.1
715565058,Existing Customer,27,F,1,Uneducated,Unknown,Less than $40K,Blue,16,1438.3,4479,0.628,0
714519408,Attrited Customer,44,F,3,College,Married,Less than $40K,Blue,36,5357,1979,0.655,0.399
809127858,Existing Customer,51,F,1,Post-Graduate,Single,$40K - $60K,Blue,46,2275,4807,0.6,0.536
712740108,Attrited Customer,43,F,4,Uneducated,Divorced,Less than $40K,Blue,33,1706,2371,0.5,0
720251358,Attrited Customer,54,F,2,High School,Divorced,Less than $40K,Blue,36,3591,2313,0.536,0.701
713935533,Existing Customer,44,M,3,Graduate,Single,$40K - $60K,Silver,29,19360,3966,0.902,0.045
795844983,Existing Customer,45,F,3,High School,Married,$40K - $60K,Blue,39,2851,3916,0.829,0
828294933,Attrited Customer,49,F,3,High School,Married,Less than $40K,Blue,45,2951,2519,0.565,0.826
713531808,Existing Customer,38,F,1,Doctorate,Married,Less than $40K,Blue,28,1438.3,4475,0.644,0
712307283,Attrited Customer,54,M,1,College,Single,$120K +,Blue,37,9090,2239,0.72,0.277
715778358,Existing Customer,45,M,5,Graduate,Married,$120K +,Blue,26,34516,3643,1.034,0.023
712781883,Existing Customer,36,F,1,Uneducated,Married,Less than $40K,Blue,36,2611,5121,0.804,0.206
771497283,Existing Customer,40,F,2,High School,Divorced,Less than $40K,Blue,28,2917,4736,0.795,0.449
714991608,Existing Customer,41,F,3,High School,Single,$40K - $60K,Blue,31,1438.3,4300,0.619,0.635
779848383,Attrited Customer,37,F,3,Graduate,Single,Less than $40K,Blue,21,1784,2348,0.516,0.323
715495308,Existing Customer,43,F,4,Graduate,Single,Less than $40K,Blue,36,8919,3923,1.028,0.25
712431183,Existing Customer,52,F,2,Uneducated,Single,Less than $40K,Blue,37,2164,5282,0.818,0
718324983,Existing Customer,60,F,0,College,Married,Less than $40K,Blue,49,1634,4522,0.766,0.707
713541033,Existing Customer,39,F,1,College,Single,Less than $40K,Blue,32,2144,4571,0.848,0.726
789698733,Existing Customer,40,F,4,Uneducated,Married,Less than $40K,Blue,27,4788,4438,0.95,0.227
787514433,Existing Customer,34,F,3,College,Married,Less than $40K,Blue,23,2164,5075,0.868,0.543
811081083,Existing Customer,48,F,3,Uneducated,Single,Less than $40K,Blue,43,1532,4359,0.857,0.772
717371583,Attrited Customer,56,F,2,Uneducated,Single,Less than $40K,Blue,36,1883,1954,0.5,0.212
715579233,Existing Customer,44,F,3,Doctorate,Single,$40K - $60K,Blue,40,3659,4861,0.762,0.371
781930233,Existing Customer,47,F,2,High School,Married,Less than $40K,Blue,37,2946,4717,0.628,0.794
716825808,Existing Customer,45,F,3,Uneducated,Divorced,Less than $40K,Blue,36,2697,4063,0.786,0.822
788418933,Existing Customer,35,F,2,Graduate,Married,$40K - $60K,Blue,27,1613,5000,0.848,0.673
788898933,Existing Customer,42,F,4,College,Married,Less than $40K,Blue,27,2043,5198,0.711,0
712163433,Attrited Customer,47,M,3,Uneducated,Married,$40K - $60K,Blue,29,1684,2164,0.714,0.382
820868508,Existing Customer,47,M,2,College,Married,$40K - $60K,Blue,43,7106,5192,0.562,0.104
789240258,Existing Customer,50,F,2,Uneducated,Single,$40K - $60K,Blue,35,2784,4904,0.8,0.883
716951658,Existing Customer,51,F,3,High School,Single,$40K - $60K,Blue,38,5536,4281,0.822,0
718932633,Existing Customer,45,F,3,College,Married,Less than $40K,Blue,35,1717,4301,0.641,0.673
715306983,Attrited Customer,42,M,5,High School,Married,$60K - $80K,Blue,36,1866,2833,0.355,0
789637308,Attrited Customer,45,F,2,College,Divorced,$40K - $60K,Blue,39,3076,2580,0.429,0
717247383,Existing Customer,48,M,4,Graduate,Single,$40K - $60K,Blue,36,7514,4789,0.408,0
714842208,Existing Customer,52,F,2,Graduate,Married,$40K - $60K,Blue,36,2804,4357,0.605,0.636
794172033,Attrited Customer,58,F,1,Post-Graduate,Divorced,Less than $40K,Blue,52,1817,2347,0.452,0
713592408,Existing Customer,43,F,3,High School,Married,Less than $40K,Blue,28,2590,3391,0.833,0
709314408,Existing Customer,39,F,2,College,Single,$40K - $60K,Blue,29,4938,4516,0.783,0.323
715957233,Existing Customer,53,M,3,College,Single,$60K - $80K,Blue,36,19940,4694,0.786,0.101
719632683,Existing Customer,40,M,3,Graduate,Single,$40K - $60K,Blue,30,2583,4500,0.509,0.865
708136908,Existing Customer,62,F,0,Graduate,Single,Less than $40K,Blue,53,2616,4655,0.511,0.306
714520233,Attrited Customer,59,F,0,Graduate,Married,Less than $40K,Blue,36,1708,1992,0.357,0
767058183,Existing Customer,53,F,1,Graduate,Divorced,Less than $40K,Blue,46,3424,4485,0.694,0.389
770800683,Existing Customer,48,F,3,Post-Graduate,Married,Less than $40K,Blue,35,2640,4956,0.846,0.808
717725433,Attrited Customer,54,F,2,Graduate,Married,$40K - $60K,Blue,44,1606,2258,0.609,0
720600858,Existing Customer,41,M,4,Graduate,Married,$60K - $80K,Blue,26,5633,3695,0.63,0.248
717797658,Existing Customer,57,F,2,Graduate,Married,Less than $40K,Blue,45,1438.3,4970,0.933,0.514
779458383,Existing Customer,50,F,3,High School,Married,Less than $40K,Blue,32,2590,4248,0.78,0.806
713948808,Existing Customer,55,M,3,High School,Single,$60K - $80K,Blue,47,1602,4873,0.764,0.6
710456658,Existing Customer,50,F,4,Graduate,Married,Less than $40K,Blue,31,2080,5130,0.864,0.865
713546883,Existing Customer,47,M,2,Graduate,Divorced,$60K - $80K,Blue,29,4786,5039,0.81,0.324
711447783,Existing Customer,53,F,2,Graduate,Single,Less than $40K,Blue,38,2375,5000,0.617,0.57
718020408,Existing Customer,60,F,1,Graduate,Married,Less than $40K,Blue,36,1977,4393,0.946,0.276
719475633,Existing Customer,42,M,3,Post-Graduate,Married,$80K - $120K,Blue,30,13908,4319,0.976,0
719654283,Existing Customer,52,F,2,Graduate,Married,$40K - $60K,Silver,42,19220,4642,0.761,0
720114633,Existing Customer,44,F,5,High School,Single,Less than $40K,Blue,30,2709,5056,0.78,0.637
816315558,Existing Customer,38,M,1,High School,Single,$60K - $80K,Blue,33,1503,4439,0.604,0.585
712567083,Existing Customer,51,M,1,High School,Married,$80K - $120K,Blue,36,9186,4986,0.76,0
711302883,Existing Customer,50,F,0,Graduate,Single,Less than $40K,Blue,46,2165,4194,0.946,0.643
718641483,Existing Customer,53,F,3,Graduate,Married,Less than $40K,Blue,42,2404,4519,0.636,0.461
710690733,Attrited Customer,47,F,3,Graduate,Married,Less than $40K,Blue,35,1666,2816,0.52,0
718441308,Existing Customer,41,M,2,Graduate,Single,$60K - $80K,Blue,31,8228,4933,0.545,0.235
772243833,Existing Customer,54,F,0,Doctorate,Single,Less than $40K,Blue,43,3186,4077,0.63,0.304
711992133,Existing Customer,53,F,1,Uneducated,Married,Less than $40K,Blue,41,2596,4801,0.714,0.334
779084208,Attrited Customer,43,F,3,High School,Divorced,Less than $40K,Blue,24,1662,2326,0.55,0.369
715304958,Attrited Customer,42,F,3,Graduate,Single,Less than $40K,Blue,27,2053,3053,0.562,0
709836258,Existing Customer,45,F,4,Graduate,Married,Less than $40K,Blue,41,1927,5127,0.653,0.694
715950483,Attrited Customer,39,F,1,Uneducated,Married,$40K - $60K,Blue,27,2821,2397,0.296,0.257
798281808,Existing Customer,48,M,4,High School,Married,$60K - $80K,Blue,42,3879,5158,0.681,0.313
711919608,Attrited Customer,42,F,3,Graduate,Married,Less than $40K,Blue,36,2031,2702,0.778,0.847
709993158,Existing Customer,46,F,2,Graduate,Married,Less than $40K,Blue,31,2330,3917,0.651,0.68
767815233,Existing Customer,46,F,3,College,Married,Less than $40K,Blue,40,1438.3,4283,0.833,0
717624708,Attrited Customer,59,M,2,High School,Divorced,Less than $40K,Blue,51,1438.3,2589,0.69,0
720015183,Existing Customer,60,M,1,Graduate,Married,$120K +,Blue,46,5130,4601,0.76,0.399
713736333,Attrited Customer,41,F,3,Uneducated,Married,$40K - $60K,Blue,36,3606,1829,0.519,0
717836733,Existing Customer,49,F,1,Graduate,Married,Less than $40K,Blue,36,5153,4274,0.723,0.267
712619808,Existing Customer,47,F,3,College,Single,Less than $40K,Blue,36,2500,4265,0.812,0.468
712221408,Existing Customer,42,M,4,Graduate,Single,$40K - $60K,Blue,33,2654,4767,0.673,0.561
714213708,Attrited Customer,35,F,3,College,Single,Less than $40K,Blue,25,3611,2178,0.552,0.697
772323033,Existing Customer,44,F,4,Graduate,Single,Less than $40K,Blue,33,4606,4363,0.66,0.338
718848183,Existing Customer,50,M,2,Post-Graduate,Married,$80K - $120K,Blue,42,9873,4613,0.745,0.129
719034183,Existing Customer,46,F,3,Graduate,Single,Less than $40K,Blue,38,1555,5490,0.755,0.878
720142308,Attrited Customer,52,F,2,Graduate,Married,Less than $40K,Blue,36,2160,2360,0.647,0
718816158,Existing Customer,44,F,3,High School,Single,Less than $40K,Blue,33,5362,3851,0.642,0.37
720003558,Existing Customer,43,F,1,Graduate,Unknown,Less than $40K,Blue,32,1834,5653,0.927,0.772
818993508,Existing Customer,52,F,3,Graduate,Married,Less than $40K,Blue,47,2577,5021,0.744,0.341
715672458,Existing Customer,47,M,5,Graduate,Single,$60K - $80K,Blue,36,2721,4557,0.972,0.465
789820308,Existing Customer,50,F,3,Graduate,Married,Less than $40K,Blue,40,2925,3913,1.474,0.706
819688458,Attrited Customer,44,F,5,Graduate,Unknown,Less than $40K,Blue,39,1545,2646,0.444,0
710785383,Attrited Customer,49,F,2,Graduate,Married,Less than $40K,Blue,39,2212,2394,0.897,0
712837233,Existing Customer,46,M,2,High School,Single,$120K +,Blue,36,13001,3671,0.528,0.114
713597658,Attrited Customer,36,F,3,Uneducated,Single,Less than $40K,Blue,22,2784,2021,0.676,0.854
713953383,Attrited Customer,50,M,1,Post-Graduate,Single,$60K - $80K,Blue,36,2317,2214,0.519,0
716891583,Existing Customer,41,F,3,High School,Unknown,Less than $40K,Blue,36,1867,4537,1,0.52
716510658,Attrited Customer,50,F,0,Doctorate,Single,Less than $40K,Blue,38,2595,2526,0.577,0.907
708125733,Existing Customer,46,F,2,College,Divorced,Less than $40K,Blue,36,1438.3,4311,0.833,0
716484333,Existing Customer,46,F,2,Graduate,Married,Less than $40K,Blue,40,1696,4410,0.826,0.694
719740008,Attrited Customer,51,F,4,High School,Married,Less than $40K,Blue,41,2791,2584,0.441,0.337
717087858,Existing Customer,51,F,1,Graduate,Single,$40K - $60K,Blue,36,2146,4253,0.721,0.451
711605208,Attrited Customer,61,M,0,Uneducated,Married,$80K - $120K,Blue,43,1438.3,1958,0.424,0
792300858,Existing Customer,44,F,3,Graduate,Divorced,$40K - $60K,Blue,38,4269,4178,0.63,0.434
766550808,Existing Customer,45,F,3,Graduate,Married,$40K - $60K,Blue,38,4195,4430,0.714,0.582
718941183,Existing Customer,48,F,1,College,Married,Less than $40K,Blue,38,1832,4376,0.812,0.408
708516558,Existing Customer,37,F,2,High School,Married,Less than $40K,Blue,36,2588,4159,0.766,0.689
771230508,Existing Customer,46,F,4,College,Married,$40K - $60K,Blue,33,2423,4717,0.739,0.177
710978058,Existing Customer,50,F,0,Uneducated,Single,$40K - $60K,Blue,41,7507,4651,1.029,0.226
713405133,Existing Customer,51,M,2,College,Married,$120K +,Blue,43,5232,4976,0.661,0.368
789472833,Existing Customer,42,F,2,College,Divorced,Less than $40K,Blue,33,2283,4377,0.488,0.74
711099408,Existing Customer,35,F,4,High School,Single,Less than $40K,Blue,25,2684,4657,1,0.618
717790233,Existing Customer,37,F,2,College,Single,$40K - $60K,Blue,26,1438.3,4730,0.778,0.517
818791833,Existing Customer,42,F,3,Graduate,Married,Less than $40K,Blue,37,2730,4750,0.9,0.477
823609383,Existing Customer,43,F,4,College,Unknown,$40K - $60K,Blue,39,1438.3,4528,1.128,0
714408933,Attrited Customer,44,M,4,Graduate,Single,$80K - $120K,Blue,36,10834,2249,0.594,0
713661933,Existing Customer,44,F,1,College,Married,Less than $40K,Blue,33,1522,4835,0.489,0
818710233,Existing Customer,41,F,2,Graduate,Married,$40K - $60K,Blue,36,2329,4382,0.667,0.546
719463708,Existing Customer,47,F,1,Uneducated,Single,$40K - $60K,Blue,34,2099,4471,0.667,0.555
708780783,Existing Customer,43,F,3,Graduate,Single,$40K - $60K,Blue,33,2434,4739,0.81,0.48
714735033,Existing Customer,45,F,5,Doctorate,Married,Less than $40K,Blue,34,1438.3,4376,0.787,0.341
709726158,Existing Customer,40,F,4,Graduate,Single,Less than $40K,Blue,26,2206,5196,0.614,0.503
770909433,Existing Customer,50,F,2,College,Married,$40K - $60K,Blue,37,3600,4946,0.531,0.529
822121608,Existing Customer,46,M,2,High School,Unknown,$60K - $80K,Blue,42,7116,4759,0.841,0.097
717278808,Existing Customer,37,F,3,College,Married,Less than $40K,Blue,28,1788,3511,0.931,0
712795833,Attrited Customer,34,F,4,Graduate,Married,Less than $40K,Blue,36,5021,2270,0.481,0.501
718892283,Existing Customer,43,M,2,Graduate,Married,$40K - $60K,Blue,34,4396,4771,1.053,0
720294258,Existing Customer,40,F,4,Graduate,Single,Less than $40K,Blue,30,2558,4635,0.64,0
712593933,Attrited Customer,40,M,3,Doctorate,Married,$40K - $60K,Blue,36,2313,2249,0.312,0
711343233,Existing Customer,53,F,3,Uneducated,Married,Less than $40K,Blue,36,1438.3,4551,0.667,0.822
712394283,Existing Customer,44,F,4,Graduate,Divorced,Less than $40K,Blue,30,1791,5109,0.756,0.734
790021233,Existing Customer,52,F,3,Uneducated,Single,Less than $40K,Blue,44,2300,4287,0.714,0.695
711890808,Existing Customer,42,F,3,Graduate,Married,Less than $40K,Blue,36,2526,4267,0.8,0.811
714164808,Attrited Customer,42,F,4,Graduate,Married,$40K - $60K,Blue,33,2918,2056,0.459,0
789533133,Existing Customer,45,M,3,High School,Married,$60K - $80K,Blue,37,4995,4389,0.864,0.354
779523258,Existing Customer,34,M,2,Graduate,Married,$40K - $60K,Blue,17,3323,4610,0.773,0.32
719617758,Existing Customer,56,F,1,Graduate,Married,Less than $40K,Blue,48,2464,4610,0.9,0.728
779858058,Existing Customer,34,F,2,Graduate,Unknown,Less than $40K,Blue,18,2730,4530,0.714,0
710500983,Attrited Customer,43,M,2,College,Single,$80K - $120K,Blue,34,4617,1779,0.591,0.224
711851583,Existing Customer,50,M,2,Graduate,Married,$120K +,Blue,42,8220,4794,0.878,0.123
779405133,Existing Customer,40,F,3,College,Single,Less than $40K,Blue,29,5716,4387,0.881,0.109
711904008,Attrited Customer,40,M,4,High School,Married,$60K - $80K,Blue,36,5869,2203,0.519,0
717666783,Attrited Customer,56,F,3,College,Single,Less than $40K,Blue,46,2272,2354,0.96,0.594
719911458,Existing Customer,49,F,5,High School,Married,Less than $40K,Blue,36,2598,4396,0.814,0.711
787506558,Existing Customer,50,M,3,Graduate,Single,$60K - $80K,Blue,38,10762,4509,0.543,0.065
719046558,Existing Customer,39,M,2,Graduate,Married,$60K - $80K,Blue,36,1982,4313,0.676,0.883
720731808,Attrited Customer,52,F,3,Graduate,Single,Less than $40K,Blue,38,2437,3068,0.656,0
745124658,Existing Customer,42,F,3,High School,Single,Less than $40K,Blue,35,2563,4838,0.707,0.616
789907533,Attrited Customer,49,M,3,Graduate,Married,$80K - $120K,Blue,40,4576,3100,0.742,0.042
716466483,Existing Customer,44,F,3,Uneducated,Single,$40K - $60K,Blue,34,2245,4624,0.706,0.598
715919283,Attrited Customer,39,F,4,College,Single,$40K - $60K,Blue,36,1776,2201,0.292,0
756736008,Existing Customer,45,F,2,Post-Graduate,Married,Less than $40K,Blue,38,2911,4450,0.771,0.505
772857558,Existing Customer,47,M,4,Graduate,Married,$60K - $80K,Blue,30,2257,4618,0.516,0.397
714559458,Attrited Customer,46,M,4,College,Married,$60K - $80K,Blue,36,1681,1953,0.5,0
772150983,Attrited Customer,48,F,3,High School,Unknown,Less than $40K,Blue,37,2363,2635,0.538,0.414
798011733,Existing Customer,53,F,3,Graduate,Married,Less than $40K,Blue,47,1562,4574,0.976,0.481
717945108,Existing Customer,49,F,3,Graduate,Unknown,$40K - $60K,Blue,36,3088,5095,0.833,0.478
712560558,Existing Customer,55,F,3,College,Single,Less than $40K,Blue,42,1438.3,4660,0.891,0
711391308,Existing Customer,46,F,4,Uneducated,Married,$40K - $60K,Blue,34,2168,4584,0.769,0.786
717688233,Existing Customer,34,F,4,High School,Married,$40K - $60K,Blue,28,2432,4760,0.917,0.35
721093608,Existing Customer,44,M,2,High School,Single,$40K - $60K,Blue,31,2197,4548,0.641,0
712669983,Existing Customer,39,M,3,Graduate,Single,$80K - $120K,Blue,30,10009,4347,0.786,0.16
790017858,Existing Customer,47,F,3,Post-Graduate,Unknown,$40K - $60K,Blue,36,3979,4598,0.634,0.331
712012758,Existing Customer,49,F,2,Uneducated,Married,Less than $40K,Blue,41,2189,4195,0.653,0.85
821813058,Existing Customer,42,M,1,High School,Divorced,$80K - $120K,Blue,38,11946,4862,0.878,0.098
778152108,Existing Customer,31,F,0,High School,Single,Less than $40K,Blue,23,2239,4986,0.976,0.561
719633508,Existing Customer,52,F,1,Doctorate,Married,Less than $40K,Blue,39,1663,4875,0.654,0
716689383,Existing Customer,39,F,2,Graduate,Married,$40K - $60K,Blue,26,3649,3964,0.75,0.255
713177808,Existing Customer,57,F,3,College,Single,Less than $40K,Blue,51,2894,5405,0.706,0
708897408,Existing Customer,46,M,3,College,Single,$60K - $80K,Blue,36,1621,4719,0.738,0.486
710855508,Existing Customer,45,F,3,Uneducated,Married,Less than $40K,Blue,33,2740,4327,1.333,0.652
710115108,Existing Customer,45,F,2,Graduate,Unknown,$40K - $60K,Blue,37,5562,4568,0.767,0.28
715303608,Existing Customer,46,F,4,High School,Married,Less than $40K,Blue,36,2374,4253,0.884,0.561
712998033,Attrited Customer,37,M,3,High School,Single,$120K +,Blue,36,7361,2109,0.571,0
712843983,Attrited Customer,41,F,2,College,Divorced,Less than $40K,Blue,36,1569,2288,0.667,0.164
717947508,Existing Customer,47,M,3,Uneducated,Divorced,$80K - $120K,Blue,34,1626,5262,0.729,0.623
720328008,Existing Customer,57,F,1,High School,Unknown,$40K - $60K,Blue,42,2542,4518,1.095,0.741
718183833,Existing Customer,30,F,1,Graduate,Single,Less than $40K,Blue,18,1438.3,4322,0.619,0
717985158,Existing Customer,47,M,2,Graduate,Unknown,$40K - $60K,Blue,37,2335,4267,0.653,0.588
771928608,Existing Customer,34,M,1,Uneducated,Single,$60K - $80K,Blue,23,2033,4110,0.947,0.901
816761433,Existing Customer,36,M,2,College,Single,$80K - $120K,Blue,31,5821,5291,0.684,0.131
714245358,Existing Customer,47,F,3,Graduate,Divorced,Less than $40K,Blue,36,2182,3935,0.711,0.718
716313858,Existing Customer,53,F,3,Graduate,Married,Less than $40K,Blue,36,3319,4560,1.049,0.275
714868608,Existing Customer,52,F,4,Graduate,Married,Less than $40K,Blue,36,3021,4105,0.767,0.506
717273333,Existing Customer,49,M,5,College,Married,$80K - $120K,Blue,37,29219,4575,0.68,0
711631158,Existing Customer,52,F,2,High School,Single,Less than $40K,Blue,42,1438.3,4664,0.878,0.604
822051858,Existing Customer,26,F,0,Graduate,Single,Less than $40K,Blue,22,1486,4535,0.907,0
717971208,Existing Customer,39,F,5,Graduate,Single,Less than $40K,Blue,28,2077,3647,0.917,0
718829358,Existing Customer,40,F,3,Uneducated,Divorced,$40K - $60K,Blue,32,1956,4977,0.854,0.49
714144258,Existing Customer,43,F,3,Graduate,Married,Less than $40K,Blue,34,2725,4430,0.692,0.924
797666358,Existing Customer,46,F,4,Uneducated,Unknown,$40K - $60K,Blue,40,1474,4452,1.097,0.572
709965858,Existing Customer,46,M,1,High School,Married,$120K +,Blue,28,9880,4609,0.951,0.181
779980758,Existing Customer,58,M,2,High School,Divorced,$60K - $80K,Blue,46,2467,4744,0.921,0.477
811775883,Existing Customer,46,M,4,Graduate,Divorced,$60K - $80K,Blue,41,5397,4734,0.846,0.433
799720158,Existing Customer,50,M,1,Graduate,Single,$80K - $120K,Blue,44,3370,4726,0.686,0.336
713503983,Existing Customer,55,F,3,College,Married,$40K - $60K,Blue,36,2240,3623,0.69,0.55
715910883,Existing Customer,48,F,1,High School,Married,Less than $40K,Blue,40,4170,4532,0.649,0.332
718142958,Existing Customer,46,M,4,Graduate,Single,$60K - $80K,Blue,27,21839,5623,0.516,0.044
719359458,Existing Customer,49,F,2,Uneducated,Single,Less than $40K,Blue,42,1991,4527,0.61,0
714869958,Existing Customer,55,M,2,Uneducated,Single,$120K +,Blue,36,29795,3949,0.919,0.079
719834208,Existing Customer,42,M,2,Graduate,Married,$60K - $80K,Blue,35,2131,4264,0.841,0.604
779305008,Existing Customer,41,F,4,High School,Single,Less than $40K,Blue,23,2787,4949,0.551,0.737
714506583,Existing Customer,48,F,4,Graduate,Unknown,Less than $40K,Blue,38,1438.3,4601,0.625,0
708450033,Existing Customer,43,F,3,High School,Unknown,Less than $40K,Blue,13,2605,5298,0.837,0.871
719606133,Existing Customer,42,M,2,Graduate,Single,$60K - $80K,Blue,31,5169,4656,0.796,0.444
789772983,Existing Customer,49,M,3,College,Unknown,$80K - $120K,Blue,38,4694,3798,1.24,0
720656883,Existing Customer,50,F,3,Graduate,Single,Less than $40K,Blue,40,1848,4600,0.683,0.271
709408983,Existing Customer,54,M,2,High School,Married,$120K +,Blue,42,5256,5078,0.685,0.169
771592458,Existing Customer,48,F,1,Graduate,Unknown,Less than $40K,Blue,36,1708,4880,0.795,0.62
778932633,Existing Customer,57,F,2,Graduate,Married,Less than $40K,Blue,40,1629,4897,0.886,0.727
708669408,Existing Customer,54,M,5,College,Single,$60K - $80K,Blue,45,20401,4637,0.562,0
779947908,Existing Customer,56,M,2,Graduate,Divorced,$120K +,Blue,45,3296,4327,0.737,0.435
716007708,Existing Customer,48,M,2,Graduate,Married,$120K +,Blue,37,8956,4814,1.212,0.143
767574108,Existing Customer,49,F,1,College,Married,Less than $40K,Blue,43,1438.3,4094,0.561,0.546
720777558,Existing Customer,46,F,4,Graduate,Single,Less than $40K,Blue,38,2671,4519,0.795,0.641
816841083,Existing Customer,58,F,3,College,Married,Less than $40K,Blue,53,2493,4867,0.607,0.628
778849908,Existing Customer,59,F,1,Doctorate,Married,Less than $40K,Blue,40,2687,4697,0.761,0.913
713381433,Attrited Customer,38,F,1,High School,Married,Less than $40K,Blue,28,4196,1868,0.2,0.174
718607883,Existing Customer,41,M,3,Post-Graduate,Single,$80K - $120K,Blue,30,17890,4831,0.8,0.141
710542983,Existing Customer,48,F,4,Graduate,Married,Less than $40K,Blue,21,1930,5033,0.582,0
721253508,Existing Customer,40,M,3,High School,Married,$80K - $120K,Blue,36,9599,4754,0.68,0.245
801037833,Existing Customer,38,M,2,Uneducated,Single,$80K - $120K,Blue,32,3192,4236,0.891,0.789
708176208,Existing Customer,48,F,1,Graduate,Married,$40K - $60K,Blue,36,7268,4199,0.905,0
713121408,Existing Customer,38,M,3,College,Married,$80K - $120K,Blue,30,3976,4372,0.683,0.419
794567133,Existing Customer,52,F,2,High School,Single,Less than $40K,Blue,35,1954,4897,0.795,0.414
772415808,Existing Customer,48,F,5,Post-Graduate,Married,$40K - $60K,Blue,38,2926,4219,0.592,0.245
716176683,Existing Customer,46,M,4,Graduate,Single,$80K - $120K,Blue,33,2371,4460,1.053,0.737
720507108,Attrited Customer,42,F,3,College,Married,Less than $40K,Blue,28,1601,2339,0.414,0
712829808,Attrited Customer,39,M,3,Uneducated,Married,$60K - $80K,Blue,29,2187,2031,0.333,0
712732908,Existing Customer,36,M,4,Graduate,Married,$80K - $120K,Blue,36,2262,4116,0.787,0.641
717908208,Existing Customer,43,F,3,Graduate,Divorced,Less than $40K,Blue,36,2525,4859,0.864,0.632
826136283,Existing Customer,38,F,3,High School,Married,Less than $40K,Blue,34,2450,4352,0.784,0.809
779302233,Attrited Customer,40,F,4,Graduate,Single,Less than $40K,Blue,22,1438.3,2502,0.452,0
714702033,Existing Customer,43,F,4,Graduate,Unknown,Less than $40K,Blue,34,1971,5446,0.974,0.497
717042333,Attrited Customer,53,F,2,College,Married,Less than $40K,Blue,44,1473,2836,0.6,0
779122908,Existing Customer,55,F,3,Graduate,Single,$40K - $60K,Blue,37,3187,4511,0.822,0.451
827712108,Existing Customer,42,F,5,Graduate,Married,Less than $40K,Blue,38,2346,4432,0.756,0.585
769200858,Existing Customer,34,F,4,Graduate,Single,Less than $40K,Blue,28,1438.3,4626,0.792,0
779114283,Existing Customer,40,F,5,High School,Single,Less than $40K,Blue,22,1826,4528,0.667,0.517
771061008,Attrited Customer,40,F,2,Doctorate,Married,$40K - $60K,Blue,27,2208,2659,0.806,0
716201133,Existing Customer,35,F,2,High School,Married,Less than $40K,Blue,36,1476,4279,0.767,0
817968783,Existing Customer,51,F,3,Graduate,Single,Less than $40K,Blue,46,2927,4670,0.944,0.512
826480308,Existing Customer,53,M,3,Graduate,Unknown,$80K - $120K,Blue,49,4778,5489,0.805,0.391
720307683,Existing Customer,43,F,4,Graduate,Divorced,Less than $40K,Blue,36,1438.3,4484,0.625,0.517
709618308,Existing Customer,46,F,3,High School,Single,$40K - $60K,Silver,40,16239,3838,0.6,0.092
710119233,Existing Customer,37,M,1,High School,Married,$120K +,Blue,26,11726,4186,0.703,0.164
789800358,Existing Customer,45,F,3,High School,Married,Less than $40K,Blue,34,2647,4730,0.857,0.487
712755783,Existing Customer,49,F,1,Graduate,Divorced,$40K - $60K,Blue,40,1438.3,3886,0.75,0
779551533,Existing Customer,54,F,3,Doctorate,Single,Less than $40K,Blue,39,1764,4857,0.804,0
714405183,Existing Customer,47,F,3,Graduate,Married,Less than $40K,Blue,36,1776,4295,0.622,0.855
801783108,Existing Customer,46,M,3,College,Married,$120K +,Blue,40,1438.3,4833,0.769,0
820648608,Existing Customer,46,F,2,Post-Graduate,Married,Less than $40K,Blue,41,2552,4153,0.795,0.736
787587033,Existing Customer,42,F,4,Graduate,Single,Less than $40K,Blue,32,2996,4463,0.74,0.665
